district,subdistrict,community,rooms,halls,area_sqm,total_price_wan,unit_price,metro_distance_m,标题,关键词,est_transaction_price_wan,est_unit_price
罗湖,翠竹,合正荣悦,3.0,2.0,139.97,1020,72872,410.0,合正荣悦 翠竹 车位充足 业主 诚心卖 价格空间大,"满二年
近地铁
新上
南北通",918.0,65585
罗湖,莲塘,四季御园（新世界四季御园）,3.0,2.0,103.0,618,60000,340.0,"新世界四季御园,高楼层，复式三房，红本五年，看房方便","近地铁
新上
南
民水民电",556.2,54000
罗湖,百仕达,东乐花园(罗湖),4.0,2.0,149.84,650,43379,393.0,毛坯未住人，南北通，中间楼层，上水库小雪，荀盘,"近地铁
新上
南北通
民水民电",585.0,39041
福田,香蜜湖,安峦公馆,4.0,2.0,126.94,2100,165432,70.0,安峦公馆南北通透4房，精装修，安静，带红岭实-验小加深高中,"近地铁
新上
西南
民水民电",1890.0,148889
罗湖,莲塘,四季御园（新世界四季御园）,3.0,2.0,74.74,480,64222,340.0,口岸物业豪装三房交通便利,"近地铁
新上
南
民水民电",432.0,57800
龙岗,龙岗中心城,公园大地花园,4.0,2.0,113.43,580,51132,953.0,公园大地 朝南 客厅出阳台4房 高楼层 景观视野开阔 满五年,"满二年
近地铁
新上
南",522.0,46019
罗湖,莲塘,东方.尊峪花园,4.0,2.0,175.0,820,46857,832.0,东方尊峪三阶梯高层四房，视野开阔，南北通透，位置好有匙即看,"近地铁
新上
南北通
民水民电",738.0,42171
南山,前海,泛海拉菲花园（一期）,6.0,3.0,220.23,2880,130772,233.0,泛海拉菲下叠三层别墅，带花园边头位置 突破性使用率,"近地铁
新上
南北通
民水民电",2592.0,117695
罗湖,莲塘,鹏兴花园（六期）,4.0,2.0,157.16,850,54085,378.0,鹏兴花园六期 南北通透 安静看园景 近罗外 近地铁口,"满二年
近地铁
新上
南北通",765.0,48676
罗湖,翠竹,翠竹苑,3.0,2.0,49.6,390,78629,326.0,近期入手看这套，业主有心卖，配套齐全，租金高，采光通透,"近地铁
新上
南
民水民电",351.0,70766
罗湖,莲塘,鹏兴花园（五期）,3.0,2.0,80.63,350,43408,632.0,鹏兴花园五期，三房二厅二，高楼层，南北通，带车位,"近地铁
新上
南北通
民水民电",315.0,39067
福田,香蜜湖,东海国际公寓,2.0,2.0,135.62,950,70048,409.0,东海国际公寓精装2房税费少看房方便,"近地铁
新上
北
民水民电",855.0,63043
宝安,宝安中心区,壹方中心·玖誉(三期),4.0,2.0,146.03,2180,149284,250.0,壹方笋盘！高区视野开阔，户型方正，使用率高，诚售，密码看房,"近地铁
新上
东南
民水民电",1962.0,134356
罗湖,莲塘,四季御园（新世界四季御园）,4.0,2.0,78.97,430,54451,340.0,四季御园南向高层小4房业主诚售价格可沟通,"近地铁
南
民水民电
电梯房",387.0,49006
南山,蛇口,招东小区（一期）,3.0,2.0,99.17,620,62518,587.0,蛇口育才双书包大三房电梯已经安装启用招东小区业主诚心出售,"近地铁
新上
南
民水民电",558.0,56266
南山,蛇口,四海公寓,3.0,2.0,62.0,500,80645,757.0,四海公寓，3房，满5年,"近地铁
东
民水民电
电梯房",450.0,72580
南山,华侨城,香山里花园(二期),3.0,2.0,152.0,1350,88815,,香山里花园安静大三房豪华装修拎包即可入住,"新上
南
民水民电
电梯房",1215.0,79934
福田,香蜜湖,港中旅花园（二期）,4.0,2.0,157.39,2500,158841,332.0,港中旅二期高颜值4房双数层送20平价格美丽,"近地铁
新上
东南
民水民电",2250.0,142957
龙岗,布吉,龙珠花园（B区）,2.0,2.0,60.4,158,26158,502.0,龙珠花园，3地铁口，繁华地段，精装两房，厅出阳台,"近地铁
新上
北
民水民电",142.2,23542
南山,华侨城,新天鹅堡二期,4.0,2.0,258.95,5600,216257,588.0,天鹅湖花园二期：看全湖景4+1房，豪华装修，拎包入住,"近地铁
新上
南北通
民水民电",5040.0,194631
南山,华侨城,香山美墅云颂,3.0,2.0,137.0,1540,112408,,华侨城次新房南北通透3房全新装修满五唯一看房方便,"满二年
新上
南北通
民水民电",1386.0,101167
福田,香蜜湖,万科瑧山府,4.0,2.0,240.01,4250,177075,294.0,万科臻山府小区中间位置安静看花园,"近地铁
新上
南北通
民水民电",3825.0,159368
龙岗,龙岗中心城,公园大地花园,7.0,2.0,269.22,2200,81717,953.0,大社区环境绿化非常好，品牌物业管理严格，也是众多社会名流的聚,"近地铁
新上
南北通
民水民电",1980.0,73545
福田,香蜜湖,万科瑧山府(二期),4.0,2.0,240.0,4100,170833,294.0,万科瑧山府高楼层240平全新装修大四房看海景看城市景观,"满二年
近地铁
新上
南北通",3690.0,153750
福田,香蜜湖,港中旅花园（一期）,3.0,2.0,125.0,1850,148000,55.0,港中旅可以改多一个房间的，125平带4个阳台的呦,"近地铁
新上
南北通
民水民电",1665.0,133200
罗湖,翠竹,愉天小区,1.0,1.0,43.0,330,76744,335.0,罗湖双名教助學 满二年税费少  看房 探底价私信我助您置好物,"近地铁
新上
民水民电
精装修",297.0,69070
罗湖,莲塘,鹏兴花园（六期）,3.0,2.0,121.19,620,51159,378.0,鹏兴花园六期，精装3房吗，地铁口附近，满五年,"近地铁
新上
西南
民水民电",558.0,46043
罗湖,翠竹,翠拥华庭,4.0,2.0,127.0,650,51181,477.0,诚心出售，价格可议,"近地铁
新上
东南
民水民电",585.0,46063
宝安,宝安中心区,深业新岸线（一期）,5.0,2.0,175.0,1580,90285,326.0,叠加水岸别墅，闹中取静中式大宅，房产175平侁化完约275平,"近地铁
新上
南北通
民水民电",1422.0,81256
宝安,宝安中心区,深业新岸线（二期）,3.0,2.0,120.8,840,69536,273.0,深业新岸线二期南向3房，安静看花园，业主诚心岀售。,"满二年
近地铁
新上
南",756.0,62582
宝安,宝安中心区,金泓凯旋城,4.0,2.0,155.5,1200,77170,352.0,宝中凯旋城高性价比花园中间四房南北通透安静业主诚意出售,"近地铁
新上
南北通
民水民电",1080.0,69453
罗湖,布心,松泉公寓,2.0,1.0,70.84,260,36702,520.0,罗湖翠园水贝地铁口房，精装修业主诚心卖2楼,"近地铁
新上
北
民水民电",234.0,33032
盐田,沙头角,倚山花园（三期）,2.0,2.0,85.86,360,41928,632.0,倚山花园3期，中层2房，朝西南，业主换房出售,"近地铁
新上
南
民水民电",324.0,37735
福田,香蜜湖,翠海花园（二期）,4.0,2.0,181.0,2200,121546,94.0,中空复式，赠送30平，香蜜湖全景，东南向，安静,"近地铁
新上
东南
民水民电",1980.0,109391
福田,香蜜湖,东海国际公寓,3.0,2.0,192.0,1350,70312,409.0,东海国际公寓高区全新装修税费少看房方便,"近地铁
新上
西北
民水民电",1215.0,63281
罗湖,黄贝岭,深业东岭花园（二期）,2.0,2.0,70.41,580,82374,435.0,深业东岭次新2房，地铁口物业，配套成熟，业主花了60万,"近地铁
新上
东南
民水民电",522.0,74137
罗湖,莲塘,金色年华家园,3.0,2.0,75.57,365,48299,490.0,莲塘繁华地段实用3房 精装修满五年唯壹 只交契税,"近地铁
新上
北
民水民电",328.5,43469
宝安,沙井,鸿荣源禧园,3.0,2.0,106.45,500,46970,480.0,南向3房，满五年，诚心出售，看房提前电话预约,"近地铁
新上
南
民水民电",450.0,42273
福田,景田,东方玫瑰花园（一期）,5.0,2.0,256.0,2380,92968,404.0,东方玫瑰花园，中空复式，大花园诚心卖,"近地铁
新上
南北通
民水民电",2142.0,83671
福田,水围,金港豪庭,3.0,2.0,92.99,650,69899,467.0,金港豪庭三房东南向，满五年红本在手，可议价,"近地铁
新上
东南
民水民电",585.0,62909
宝安,碧海,华丰前海湾（二期）,3.0,2.0,87.47,600,68594,748.0,宝安碧海华丰前海湾,"近地铁
新上
东南
民水民电",540.0,61735
罗湖,黄贝岭,深业东岭花园（二期）,3.0,2.0,127.98,880,68760,435.0,深业东岭次新房，大户型 豪华装修拎包入住 南北通透,"近地铁
新上
西北
民水民电",792.0,61884
罗湖,布心,阳光明居,7.0,4.0,132.15,750,56753,459.0,阳光明居135平复式6房全新装修采光好安静宜居近地铁出行方便,"近地铁
新上
南北通
民水民电",675.0,51078
福田,香蜜湖,兰江山第,4.0,2.0,247.0,2500,101214,,兰江山第，247平东南向4加1房，安静看山景，超大阳台,"新上
东南
民水民电
电梯房",2250.0,91093
罗湖,百仕达,百仕达花园一期,5.0,2.0,339.84,2380,70032,461.0,一楼带大花园，安静舒适，诚心出售,"近地铁
新上
南北通
民水民电",2142.0,63029
罗湖,翠竹,怡泰大厦,3.0,2.0,99.65,450,45158,339.0,怡泰大厦 精装三房  近地铁  诚心出售  价格可谈,"近地铁
新上
西南
民水民电",405.0,40642
宝安,碧海,华丰前海湾（二期）,3.0,2.0,87.0,600,68965,748.0,宝安碧海华丰前海湾二期88平东南向大三房，满五唯一红本在手,"近地铁
新上
东南
民水民电",540.0,62068
福田,福田中心区,黄埔雅苑（一期翠悠园）,3.0,2.0,126.22,980,77642,270.0,黄埔雅苑看花园安静新装修3房可拎包入住,"近地铁
新上
东
民水民电",882.0,69878
宝安,桃源居,桃源居六区,2.0,2.0,85.22,380,44590,837.0,桃源居精装三房，南北通透，朝南看花园，采光好，户型方正,"近地铁
新上
南
民水民电",342.0,40131
福田,梅林,四季山水花园,4.0,2.0,181.0,1620,89502,624.0,四季山水花园 南北通透高区楼楼层  视野开阔，采光效果好,"近地铁
新上
东南
民水民电",1458.0,80552
福田,梅林,四季山水花园（二期）,4.0,2.0,155.0,1550,100000,582.0,四季山水花园二期小区出门即是地铁口9号线下梅林站,"近地铁
新上
南
民水民电",1395.0,90000
福田,梅林,四季山水花园,4.0,2.0,159.0,1450,91194,624.0,四季山水花园158平大三房南北通透中间位看花园景观,"近地铁
新上
南北通
民水民电",1305.0,82075
宝安,沙井,鸿荣源禧园,3.0,2.0,106.57,530,49732,480.0,鸿荣源禧园精装3房朝南,"近地铁
新上
南
民水民电",477.0,44759
宝安,宝安中心区,金泓凯旋城,5.0,2.0,185.35,1300,70137,352.0,金泓凯旋城185平米五房南北通透看花园,"近地铁
新上
东北
民水民电",1170.0,63123
宝安,新安,流塘阳光花园,4.0,2.0,86.0,750,87209,301.0,流塘阳光精装四房高楼景观房业主换房急售,"近地铁
新上
西北
民水民电",675.0,78488
福田,香蜜湖,香域中央花园,3.0,2.0,146.0,2550,174657,216.0,香域中-央花园146平客厅出挑高大阳台，业主诚售！,"近地铁
新上
东西通
民水民电",2295.0,157191
福田,香蜜湖,兰江山第,2.0,1.0,68.58,650,94779,,兰江山第大两房全新装修急售,"新上
南
民水民电",585.0,85301
福田,香蜜湖,香域中央花园,4.0,2.0,211.0,4300,203791,216.0,香域花园   南北通透   4+1房高楼层   景观视野开阔,"近地铁
新上
南北通
民水民电",3870.0,183412
福田,梅林,四季山水花园（二期）,5.0,2.0,252.0,2580,102380,582.0,高层大平面，实用300平，两梯一户，看山景,"近地铁
新上
东南
民水民电",2322.0,92142
福田,香蜜湖,东海国际公寓,1.0,1.0,77.0,950,123376,409.0,看泳池，总裁套房，业主诚心卖,"近地铁
新上
北
民水民电",855.0,111038
罗湖,黄贝岭,深业东岭花园（二期）,3.0,2.0,106.0,820,77358,435.0,深业东岭花园，业主急卖，花园社区，配套齐全,"近地铁
新上
东南
民水民电",738.0,69622
福田,香蜜湖,香域中央花园,4.0,2.0,167.7,3800,226595,216.0,香域高楼层厅出阳台大4房，精装修拎包入住，带车位,"近地铁
新上
南北通
民水民电",3420.0,203936
宝安,新安,中粮大悦城,3.0,2.0,117.0,1180,100854,494.0,宝中3房急售，看房方便,"近地铁
新上
西南
民水民电",1062.0,90769
龙华,深圳北站,圣莫丽斯花园（三期）,4.0,2.0,220.0,1880,85454,,圣莫丽斯大平层，精装，南北向，户型好，楼层佳，视野开阔,"新上
东南
民水民电",1692.0,76909
罗湖,翠竹,怡泰大厦,2.0,2.0,57.15,240,41994,339.0,翠竹外国语 地铁口物业 精装修 租金高 业主价格可谈,"近地铁
新上
东北
民水民电",216.0,37795
罗湖,水库,叠翠居,1.0,1.0,37.0,136,36756,777.0,翠竹公园物业，业主急售,"近地铁
新上
北
民水民电",122.4,33080
宝安,新安,新锦安壹号公馆,5.0,2.0,297.65,2898,97362,457.0,壹号公馆花园.紧临前海桂湾大平层豪宅.户型方正南北通透.急卖,"近地铁
新上
东南
民水民电",2608.2,87626
盐田,盐田港,佳兆业西山吓庭苑,1.0,1.0,40.0,118,29500,,近的地铁站步行可达，上下班通勤方便，交通便利,"新上
西北
民水民电
电梯房",106.2,26550
南山,后海,澳城1618（二期）,4.0,2.0,117.0,2250,192307,,澳城花园二期119平实用150平精装4房，南北通透高层看海,"新上
南
民水民电
拎包入住",2025.0,173076
盐田,盐田港,佳兆业二期御景佳园,3.0,2.0,93.0,310,33333,,次新小区，靠近地铁口，高楼层，户型方正，采光好,"新上
东南
民水民电
电梯房",279.0,30000
福田,梅林,新阁小区,1.0,1.0,34.61,150,43340,732.0,深圳福田核心区地铁口精装小户型首付20万租金抵月供,"近地铁
新上
南
民水民电",135.0,39006
罗湖,翠竹,华丽园,2.0,2.0,76.5,550,71895,369.0,深中+锦田 南北通户型实用 华润万家+水贝珠宝商圈,"近地铁
新上
东南
民水民电",495.0,64706
福田,莲花,莲花一村,2.0,2.0,76.0,550,72368,527.0,莲花一村，新上两房笋盘，南北通，楼层佳，安静位置，税费少,"近地铁
新上
南北通
民水民电",495.0,65131
盐田,盐田港,佳兆业一期御景佳园,3.0,2.0,89.0,280,31460,,一期御景佳园 精装三房两卫 价格可谈看房提前约,"新上
南
民水民电
电梯房",252.0,28314
盐田,盐田港,佳兆业一期御景佳园,2.0,2.0,71.3,210,29453,,"佳兆业城市广场三期,小区附近就有公园，环境绿化好","新上
西南
民水民电
电梯房",189.0,26508
宝安,碧海,幸福港湾御品居,3.0,2.0,89.18,568,63691,907.0,碧海大铲湾腾讯岛，幸福港湾御品，89平方三房两厅两卫，看花园,"满二年
近地铁
新上
南",511.2,57322
罗湖,翠竹,沁芳名苑,4.0,2.0,124.0,780,62903,444.0,园科公园的家 南北通四房 景观好 无视野遮挡 带车位,"满二年
近地铁
新上
东北",702.0,56613
南山,蛇口,翠薇园,3.0,2.0,80.0,686,85750,692.0,南山蛇口四海公园育才二小二中旁翠薇园三房业主诚心出售,"近地铁
新上
民水民电
精装修",617.4,77175
南山,后海,蔚蓝海岸社区二期,2.0,2.0,75.54,685,90680,226.0,老客户急售蔚蓝海岸二期南向大两房，精装修保养好。安静满五红本,"近地铁
新上
南
民水民电",616.5,81612
福田,香蜜湖,海德园,4.0,2.0,249.0,3000,120481,,海德园5套房，南北通透，3.6米层高，业主亏本急卖，只需契税,"南北通
民水民电
电梯房
有钥匙",2700.0,108433
南山,南油,新一代大厦,1.0,1.0,37.86,225,59429,565.0,门口是50平的大平台南北通透送5平的套内面积,"近地铁
新上
北
民水民电",202.5,53486
南山,后海,南粤明珠,3.0,2.0,119.25,1018,85366,671.0,地铁口南二外海洋之心三房业主诚心卖价格可以谈,"近地铁
新上
东
民水民电",916.2,76829
罗湖,翠竹,益田御龙天地华府二期,3.0,2.0,115.0,750,65217,,翠竹外国语新房 可改四房 业主带固定车位 价格可谈,"北
民水民电
电梯房
有钥匙",675.0,58695
罗湖,翠竹,益田御龙天地华府二期,3.0,2.0,96.0,645,67187,,高层东南朝向，景观视野开阔，红本在手，随时过户,"新上
东南
民水民电
电梯房",580.5,60468
南山,蛇口,海上世界双玺花园一期,3.0,2.0,222.84,5000,224376,555.0,海上世界双玺花园一期，小洋房，降价出售，看房方便，可以谈,"近地铁
新上
南
民水民电",4500.0,201938
宝安,桃源居,桃源居世外桃源,5.0,3.0,198.45,880,44343,387.0,西乡大户型出售，价格可以谈，看房方便,"近地铁
南北通
民水民电
电梯房",792.0,39909
福田,香蜜湖,锦庐花园,3.0,2.0,87.0,1230,141379,224.0,香蜜湖新出炉好房推荐 满五唯一税费少 套内实用110平,"近地铁
新上
北
民水民电",1107.0,127241
罗湖,莲塘,京基云景梧桐花园,7.0,3.0,258.88,2500,96569,755.0,云景梧桐别墅，安静靠山安静，满五年,"近地铁
新上
南北通
民水民电",2250.0,86912
盐田,沙头角,云深处,6.0,2.0,217.74,1398,64205,990.0,云深处，居住环境舒适，一线山海景观，享受成熟社区配套,"近地铁
新上
南
民水民电",1258.2,57784
盐田,盐田港,鹏广达时代广场,4.0,2.0,115.26,480,41644,,近地铁，商超，业主急卖 ，周边配套齐全,"新上
南北通
民水民电
电梯房",432.0,37480
宝安,沙井,万科翡御郡（四期）,3.0,2.0,88.49,315,35597,990.0,采光好，高楼层，客厅直通阳台，视野开阔,"近地铁
新上
东南
民水民电",283.5,32037
福田,香蜜湖,香荔绿洲,3.0,2.0,160.0,1900,118750,493.0,香荔绿洲新放售4房诚意出售,"近地铁
新上
南
民水民电",1710.0,106875
盐田,盐田港,臻湾云庭,2.0,2.0,70.14,200,28514,,臻湾云庭近地铁口南向2房2厅,"南
民水民电
电梯房
拎包入住",180.0,25663
宝安,沙井,西荟城（一期）,4.0,2.0,87.65,315,35938,827.0,西荟城 安静位置  3＋1房 超高实用 诚意急出,"近地铁
新上
南
民水民电",283.5,32344
